Id,医生职称,医生科室,医生所在城市,医生有无简介,医生在线活动量,医生个人网站总访问量,总文章数,总患者数,患者投票数,感谢信数,心意礼物数,医生欢迎词,Mark(不要使用该列)
1476,住院医师,口腔科,石家庄,1,206,"7,264",0,0,1,0,0,欢迎来到正畸医生郝玮的空间                        欢迎来到正畸医生郝玮的空间，您可以随便踩，想踩多久踩多久，想踩几次踩几次。,46152
1477,副主任医师,肿瘤内科,合肥,1,215,"7,107",0,1,0,0,0,我愿成为您的朋友                        其实癌症并不可怕，可怕的是我们不能正确的面对。我愿成为您的知心朋友，让我们共同战胜癌魔。,46154
1478,主任医师,新生儿科,临夏,1,200,"13,726",1,0,2,2,1,,46159
1479,副主任医师 副教授,放射诊断科,上海,1,0,"7,846",0,1,2,0,1,,46160
1480,副主任医师,神经内科,太原,1,0,"6,462",0,0,1,0,0,,46164
1481,住院医师,放射科,菏泽,1,200,"5,776",0,0,0,0,0,,46194
1482,副主任医师,普外科,南京,1,374,"27,186",0,16,4,2,5,欢迎广大患者                        欢迎广大患者前来咨询，我将尽最大努力，解答所有疑难问题,46215
1483,住院医师,妇产科,宝鸡,0,600,"75,917",0,26,3,2,1,,46237
1484,副主任医师 副教授,儿科,郑州,0,0,632,0,0,0,0,0,,46271
1485,主任医师 教授,介入科,南京,1,3766,"276,981",46,246,2,0,12,快乐每一天                        推荐作家六六的“心术”,46346
1486,住院医师 助教,皮肤科,南昌,1,260,"10,478",3,8,1,0,0,欢迎词                        技术上追求精益求精，服务上追求全心全意,46368
1487,主任医师 讲师,泌尿外科,南通,1,210,"6,412",0,3,4,1,0,,46391
1488,住院医师,内分泌风湿科,西安,1,20,"2,651",0,4,0,0,0,,46412
1489,副主任医师,麻醉科,安阳,1,190,"12,325",0,0,1,0,0,,46442
1490,副主任医师 副教授,骨与软组织肿瘤科,天津,1,4600,"208,088",0,319,9,4,14,,46460
1491,副主任医师,心内科,成都,0,5,"1,360",0,1,0,0,0,欢迎词                        感谢您对我的信任，祝您身体健康,46492
1492,副主任医师,眼耳鼻咽喉科,成都,1,85,"2,661",2,13,1,0,0,,46582
1493,主治医师,医学影像科,上海,1,0,"21,325",0,2,0,0,0,"皮肤血管瘤的治疗是我的专长                        皮肤血管瘤是小儿常见的的一种疾病,目前治疗方法有激光,冷冻,手术等治疗.我科采用同位素敷贴治疗,治疗过程中患儿无痛苦,且疗效显著,预后无疤痕,外观令人满意.欢迎前来咨询和就诊.",46608
1494,副主任医师,急诊科,亳州,0,0,"3,695",0,0,1,0,0,,46628
1495,住院医师,普外科,北京,0,10,"1,151",0,2,0,0,0,,46648
1496,副主任医师,中医科,郑州,1,45,"37,897",5,10,2,0,0,学伤寒，用伤寒                        一部伤寒医天下,46682
1497,住院医师,骨科,温州,0,0,"8,713",0,0,0,0,0,,46730
1498,主任医师 教授,血液科,沈阳,1,13646,"639,769",1,1268,8,6,16,您的病痛是我的仇恶；您的健康是我的快乐                        您的身心有啥不恙吗，请联系我。我将竭诚为您服务，与您一起，共筑康泰之长城。您的病痛是我的仇恶；您的健康是我的快乐。,46735
1499,住院医师,儿科,郑州,1,0,131,0,0,0,0,0,,46759
1500,主任医师,小儿骨科,宁波,1,260,"26,125",0,6,2,0,0,,46784
1501,主治医师,骨科,邯郸,1,0,"9,080",0,0,1,0,0,,46829
1502,副主任医师,皮肤烧伤科,咸阳,1,385,"77,637",0,17,1,0,0,,46865
1503,住院医师,口腔科,天津,1,1176,"135,400",2,67,1,0,1,欢迎词                        宝宝要想全身健康，首先要口腔健康。要随时关注孩子的口腔情况。,46899
1504,副主任医师 副教授,肾脏风湿科,上海,1,5,840,0,1,0,1,2,,46914
1505,副主任医师 副教授,神经外科,新乡,1,0,"139,120",10,97,2,0,0,咨询疾病范围                        颈内动脉狭窄、椎动脉狭窄、烟雾病 、脑梗塞、脑动脉瘤、动静脉畸形、颈内动脉海绵窦瘘等脑和脊髓血管病的诊断和综合治疗。三叉神经痛和面肌痉挛的诊断和显微手术治疗。,46923
1506,住院医师,口腔正畸科,杭州,0,0,"2,240",0,0,0,0,0,,46936
1507,住院医师,普外科,兰州,0,215,"6,246",0,1,0,0,0,,46940
1508,副主任医师,心儿科,广州,1,22722,"614,829",5,1152,33,17,162,儿童心脏病的交流平台                        欢迎儿童心脏病患者的咨询，希望通过好大夫的在线平台，提供心脏病诊治的相关信息。1、对于已经找我面诊过得患者（尤其是外地患者），不方便复诊或病情发生变化时，可直接申请电话咨询与我一对一进行深度咨询;2、没有就诊过的患者，可以通过在线咨询的...方式向我咨询有关先心病的相关问题，由于医院工作繁忙，可能不能及时给您回复，请理解。如果希望尽快与我沟通，可以申请电话咨询服务，我将尽量当天与您通话;3、 如果您想找我当面就诊，可直接通过预约转诊进行申,46948
1509,住院医师,皮肤科,长沙,1,1025,"14,039",5,144,0,0,0,欢迎词                        每周一至周五全天普通门诊，每周四夜门诊。 美丽的起步，从现在开始。。。,46963
1510,住院医师 助教,肿瘤外科,蚌埠,1,0,"1,936",0,0,0,0,0,,47042
1511,主治医师,儿科,太原,1,270,"12,069",0,5,1,0,0,,47126
1512,副主任医师,外科,佛山,1,230,"71,196",6,24,0,0,0,医患沟通，共建和谐社会                        欢迎相互交流，彼此沟通，共建和谐社会,47144
1513,住院医师 助教,肿瘤内科,哈尔滨,0,125,"12,947",0,14,0,0,0,,47181
1514,住院医师,心血管内科,驻马店,0,0,178,0,0,0,0,0,你好，希望碗您幸福安康！                        你好，希望碗您幸福安康！,47186
1515,副主任医师 副教授,妇科,天津,1,0,"21,843",0,3,13,3,1,,47193
1516,主治医师,风湿免疫科,广元,1,200,"7,722",0,0,1,0,0,,47244
1517,主治医师,疼痛医学中心,北京,0,645,"40,021",1,71,2,0,0,,47283
1518,副主任医师,风湿病科,蚌埠,1,355,"34,396",0,15,5,1,0,医者之心                        医学博大精深，风湿病奥秘无穷，愿以矢志不渝之心投入救死扶伤的大善。,47305
1519,副主任医师,核医学科,济南,1,200,"5,951",0,0,0,0,0,,47309
1520,副主任医师,普外科,包头,1,0,"12,299",0,0,12,0,0,,47343
1521,副主任医师 副教授,麻醉科,重庆,1,270,"23,654",3,5,2,0,0,,47366
1522,主治医师,中西医结合肝病科,武汉,1,200,"6,529",0,0,2,0,0,,47378
1523,副主任医师 讲师,血液内科,临沂,1,332,"28,647",1,7,1,0,1,,47399
1524,主治医师,放射科,保定,0,0,"15,958",1,0,0,0,0,,47405
1525,主管技师 助教,康复医学科,上海,0,0,"37,743",1,2,1,0,0,,47409
1526,副主任医师 副教授,血液科,北京,1,200,"7,000",0,0,0,0,0,,47457
1527,住院医师,胸、普外科,长春,0,0,228,0,0,0,0,0,,47464
1528,主治医师,口腔正畸科,宝鸡,1,0,"12,506",0,1,8,1,0,,47498
1529,主治医师,口腔医疗中心,北京,1,0,"9,769",0,0,2,0,0,,47505
1530,主任医师 教授,放射科,长沙,1,0,"19,201",1,1,2,0,1,Any problem call me                         OK,47506
1531,副主任医师,康复科,长春,0,200,"6,730",0,0,0,0,0,,47510
1532,副主任医师 副教授,神经内科,淄博,1,326,"22,754",0,8,1,0,0,,47533
1533,主任医师 教授,普外科,唐山,1,210,"9,535",0,1,5,0,1,,47551
1534,住院医师,骨科,北京,0,7967,"379,754",13,403,3,1,21,,47564
1535,住院医师,肛肠病研究所,北京,0,20,"1,380",0,3,0,0,0,,47641
1536,副主任医师 副教授,内分泌科,大连,1,0,"10,495",0,1,1,0,0,,47660
1537,主任医师 教授,中医风湿病科,北京,1,530,"15,608",3,79,62,14,0,欢迎词                        我将真诚为广大患者提供专业、周到的服务，帮助您认识风湿病，治疗风湿病。   我的出诊时间：周一上午（专家门诊），周一下午（国际医疗部门诊），周四上午（特需门诊）。   更多了解欢迎访问我科室网站http://www.zyfsbk.com,47676
1538,主任医师,儿科,北京,1,0,"21,513",0,3,3,0,1,,47680
1539,住院医师 讲师,肝胆外科,长沙,0,0,734,0,0,0,0,0,welcome                        肝胆胰腺外科常见疾病的诊治,47686
1540,主治医师,超声科,上海,0,200,"8,216",0,0,0,0,0,,47731
1541,主治医师,骨关节科,温州,1,220,"10,709",0,3,1,0,0,,47767
1542,主任医师,中医内科,郑州,1,0,"15,575",3,0,0,0,0,圣人之所以全民生也，五谷为养，五果为助，五畜为益，...                        网站咨询只能给出原则，而无法具体指导，望广大患者理解和谅解。过于详细的咨询和具体的治疗方案将被视作违规，很可能导致被关闭咨询的结果。况且患者提供的医学信息是否准确及当地的报告可信度等，都有待商榷。所以，咨询不能解决全部问题，一切还是以当面讨...论比较客观和可靠。    一些咨询者的问题明显不适合在这里回答，例如挂号及加号问题、治疗有效率、费用等，尤其是患者期望医生给出治疗成功的承诺，都让人难以回答。然,47814
1543,主治医师 讲师,精神科,洛阳,0,0,"11,732",0,0,0,0,0,欢迎                        感谢您的信任，真诚为您服务。,47869
1544,主治医师 讲师,康复科,上海,1,15,"1,699",1,2,0,0,0,,47871
1545,副主任医师 副教授,结直肠肛门外科,武汉,1,0,"14,594",0,1,1,0,0,,47872
1546,住院医师,儿科,赣州,1,340,"34,518",3,11,1,0,0,,47932
1547,副主任医师,普外科,上海,1,0,994,7,0,1,0,0,,48146
1548,主任医师 教授,心胸外科,南昌,1,0,183,0,0,1,0,0,,48218
1549,副主任医师,乳腺外科,德阳,1,215,"15,592",2,3,2,0,1,欢迎词                        珍爱美丽，关爱乳房,48247
1550,主治医师,胸外科,新乡,0,0,245,0,0,0,0,0,,48250
1551,主治医师,口腔科,石家庄,1,6560,"732,661",12,522,0,0,1,欢迎词                        科室电话：0311-86911130,48258
1552,主治医师 讲师,普外科,上海,1,1420,"117,304",30,171,2,0,1,欢迎词                        您的来访是我最大的荣幸，您的回访是对我最大的肯定，您的康复是我最大的心愿。我愿倾我所学为您解忧分愁！,48268
1553,住院医师,肝胆胰脾科,天津,0,0,"5,776",0,0,0,0,0,,48297
1554,副主任医师 副教授,推拿科,徐州,1,3176,"380,792",61,230,6,4,1,欢迎词                        救世济人是医生的责任，为您的健康保驾护航是我的宗旨。欢迎广大朋友、同道咨询和交流。,48310
1555,主任医师,皮肤科,牡丹江,1,0,"1,947",0,0,3,1,0,,48323
1556,主任医师,放射治疗科,韶关,1,0,"2,803",0,0,1,0,0,,48332
1557,副主任医师 副教授,肿瘤科,南京,1,5,"1,113",0,1,0,0,0,欢迎词                        欢迎大家前来咨询肿瘤相关方面问题。,48359
1558,主任医师 教授,整形科,北京,1,1650,"185,782",2,196,35,11,1,,48374
1559,主治医师,妇产科,菏泽,0,200,"6,300",0,0,0,0,0,,48377
1560,主治医师,耳鼻咽喉科,苏州,0,0,"7,467",0,0,1,0,0,,48378
1561,副主任医师,准分子激光科,太原,1,791,"56,163",1,35,0,0,1,看一个病人，交一个朋友；做一台手术，出一个精品！                        全新全意为病人排忧解难。无时无刻为患者答疑解惑,48392
1562,副主任医师,妇产科,深圳,1,1900,"248,677",3,81,0,0,2,欢迎词                        各位病友你们好，网上咨询不能替代当面就诊，且有可能因为了解不够充分延误你的诊治，建议你们及时去医院就诊，以免耽误治疗。,48432
1563,副主任医师 副教授,肺病科,郑州,1,210,"7,280",0,2,0,0,1,,48529
1564,主任医师,耳鼻咽喉头颈外科,天津,1,3230,"209,459",2,258,19,8,1,,48580
1565,副主任医师,胸外科,洛阳,1,0,"13,507",0,2,2,0,0,,48662
1566,住院医师,呼吸科,太原,0,200,"6,265",0,0,1,0,0,,48684
1567,住院医师,中医科,泉州,1,15,"2,748",2,3,0,0,0,live and love                        生命中的每分每秒，都弥足珍贵，尤其对于肿瘤患者，更是如此，好的医生、好的治疗，终会让你有所受益！愿竭微薄之力，给你一个真诚的答复……,48770
1568,副主任医师,肾病科,宝鸡,1,0,"31,122",2,6,0,0,1,宝鸡医康                        宝鸡医康,48785
1569,住院医师,儿保科,唐山,0,0,"3,366",0,0,0,0,0,,48904
1570,住院医师,耳鼻咽喉头颈外科,北京,0,0,278,0,0,1,0,0,,48928
1571,主任医师 教授,颌面外科,温州,1,370,"43,036",0,20,4,0,0,,48939
1572,主治医师,骨外科,济南,0,0,"9,141",0,0,0,0,0,,48975
1573,副主任医师 副教授,妇产科,青岛,1,200,"9,212",0,1,3,0,0,,49019
1574,主治医师,风湿病科,济宁,1,990,"74,773",1,148,2,0,0,欢迎词                        爱真理、爱生活,49025
1575,副主任医师,血液与肿瘤科,北京,1,2256,"101,533",8,104,0,0,8,医患携手，于瘤共战                        愿医生和患者一起努力来共同面对任何疾病，一起来战胜它,49052
1576,住院医师 助教,消化内科,成都,1,0,"68,219",7,2,1,0,1,健康是金，助您健康！                        有幸借助Internet深入的触角，远程为您的健康出一份力，有事儿您请：              A. 留言网站       或  B. E-mai： tangyuchinatown@163.com       或  C.... 加好友并留言 QQ 153891975                                        展开 >>                 收起 <<,49083
1577,副主任医师 讲师,骨科,无锡,1,0,"2,292",0,0,0,0,0,,49091
1578,住院医师,神经内科,郑州,0,230,"58,493",1,33,2,0,0,,49122
1579,主治医师 讲师,泌外科,西安,1,10,"9,357",1,2,3,1,0,,49126
1580,主治医师,耳鼻咽喉-头颈外科,上海,0,5,"8,211",0,1,0,0,0,,49138
1581,住院医师,血管外科,济宁,0,200,"8,472",0,0,1,0,0,,49156
1582,主治医师 讲师,皮肤科,长沙,1,220,"18,799",1,4,0,0,1,,49215
1583,主治医师 讲师,整形美容科,长春,1,285,"8,720",3,39,1,0,0,致我的求美者                        如果您正在关注我--无论您是听朋友介绍，还是其他整形医生的推荐，我相信您正在寻求一个美容手术，并在选择由谁来为您进行这个设计和操作。您可能已经收集了很多相关信息，面诊了很多医生，并得到了很多不同的方案与建议，因此，在您与我预约面诊前，有几点...我想请您了解：    1、议论他人----请勿在面诊中让我评价其他医生的手术和水平。我认为每位医生都会希望您在他/她的手里得到最佳的效果。我与其他医生的区别会是在最终的风格上。我本人尊崇“自然”的手术理念,49345
1584,副主任医师,妇瘤科,长沙,1,1740,"106,370",0,88,5,0,10,,49423
1585,主任医师 副教授,神经外科,蚌埠,1,0,"3,179",0,0,2,0,0,,49454
1586,主治医师,耳鼻喉科,郑州,1,200,"6,914",0,0,0,0,0,,49505
1587,主治医师,创伤骨科,沧州,0,0,844,4,0,0,0,0,,49522
1588,主治医师,神经外科,郑州,1,1771,"119,245",9,91,4,1,7,祝您早日康复                        欢迎您光临吴建珩医生个人网站，我会用我全部的医学智慧，竭心尽力为广大患者服务，希望我的努力能让您早日康复！本人地址:郑州市二七区康复前街3号郑州大学第五附属医院神经外科二病区（住院部17楼）邮编：450052外地或本地患者朋友如需就...诊，可乘坐 201 202 260  326  57  76  81  K802  K81公交来院（郑州火车站西出站口向西路对面即是我院），联系电话0371－66916343、66916348,49543
